Id,CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,DTDEM,CDMOTDEM,CDCATCL,AGEAD,agedem,adh
6680,4,0,0,C,1994-01-17,0,1996-12-06,DV,21,28,30,2
6735,2,0,0,A,1994-03-28,2,1994-05-18,RA,10,20,20,0
6763,3,0,0,A,1994-04-26,0,1994-07-28,DA,21,47,47,0
6860,3,0,0,A,1994-08-02,2,1996-02-20,DA,10,55,57,2
6896,4,0,0,C,1994-09-14,0,1997-02-17,DV,21,22,25,3
6915,3,0,0,C,1994-09-23,0,2001-08-10,DV,21,25,32,7
6925,3,0,0,C,1994-09-30,0,2002-09-27,DV,21,21,29,8
6936,4,0,0,C,1994-10-06,0,2005-06-22,DV,21,36,47,11
6938,3,0,0,U,1994-10-07,0,2006-10-23,DV,21,20,32,12
6968,2,0,2,M,1994-10-24,0,2006-05-04,DV,21,32,44,12
7038,3,0,0,M,1994-12-19,0,1999-02-18,DV,21,25,30,5
7054,3,1920,0,B,1995-01-06,0,1999-09-01,DV,21,51,55,4
7069,2,0,0,A,1995-01-20,0,2003-09-03,DV,21,53,61,8
7104,4,0,0,C,1995-02-22,0,2004-09-23,DV,21,41,50,9
7112,2,0,0,A,1995-03-03,0,2004-10-08,DV,21,26,35,9
7155,3,0,0,A,1995-05-12,0,2004-08-17,DA,21,49,58,9
7190,4,0,0,A,1995-06-28,0,1995-10-30,DV,10,32,32,0
7212,2,0,0,A,1995-07-19,0,2006-09-22,DV,21,28,39,11
7233,3,0,0,A,1995-08-17,0,2004-05-19,DV,21,39,48,9
7256,3,0,0,A,1995-09-13,0,1998-03-30,DV,21,28,31,3
7266,3,0,0,A,1995-09-21,0,2002-03-25,DV,21,50,57,7
7277,3,0,0,U,1995-09-27,0,2006-09-12,DV,21,28,39,11
7284,3,0,0,A,1995-10-03,0,2004-02-12,DV,21,34,43,9
7286,3,0,0,A,1995-10-04,0,2001-04-02,DV,21,27,33,6
7305,3,0,0,U,1995-10-19,0,2006-08-11,DV,21,40,51,11
7325,3,0,0,S,1995-10-31,0,2005-01-05,DV,21,24,34,10
7331,3,0,0,M,1995-11-10,0,2000-04-07,DA,21,41,46,5
7339,3,0,0,A,1995-11-16,0,2004-07-27,DA,23,38,47,9
7352,2,0,0,A,1995-11-30,0,1998-07-07,DA,21,30,33,3
7365,2,0,0,A,1995-12-08,0,1999-03-05,RA,23,29,33,4
7400,2,0,0,A,1996-01-09,2,2002-07-09,DA,21,53,59,6
7430,3,0,0,A,1996-02-07,0,1998-09-10,DV,10,36,38,2
7447,2,0,0,A,1996-02-16,2,2001-12-19,DA,23,35,40,5
7477,2,0,0,A,1996-03-15,0,2006-08-24,DV,21,42,52,10
7489,3,0,0,A,1996-03-21,0,2003-08-01,DV,21,42,49,7
7535,3,0,0,A,1996-05-22,0,1996-08-12,RA,10,37,37,0
7539,3,3300,4 et plus,M,1996-05-23,0,2006-11-14,DV,21,39,49,10
7556,3,0,0,D,1996-06-11,0,2005-10-10,DV,21,47,56,9
7568,3,0,0,A,1996-06-24,2,1996-09-19,DA,21,49,49,0
7586,2,2088,0,M,1996-07-10,0,2007-02-01,DV,21,34,45,11
7589,2,0,0,A,1996-07-15,2,1996-10-14,DA,21,17,17,0
7599,2,0,0,A,1996-07-19,0,2006-09-06,DV,21,32,42,10
7642,3,0,0,A,1996-09-04,0,1998-10-27,DA,21,36,38,2
7666,2,3872,2,B,1996-09-18,0,2005-10-03,RA,21,38,47,9
7670,4,0,0,C,1996-09-19,0,2006-10-11,DV,21,37,47,10
7671,4,0,0,C,1996-09-19,0,2005-10-13,DV,21,23,32,9
7792,3,0,0,A,1996-12-11,0,1997-05-09,DV,21,41,42,1
7799,3,0,0,M,1996-12-18,0,2006-11-15,DV,21,25,35,10
7803,2,0,0,A,1996-12-19,0,2000-11-15,DA,21,35,39,4
7805,3,0,0,M,1996-12-20,0,2004-12-10,DV,21,26,34,8
7812,4,0,0,C,1996-12-30,2,1999-06-04,DA,21,16,19,3
7826,3,0,0,A,1997-01-10,0,2005-11-02,DV,21,49,57,8
7858,3,0,0,A,1997-02-06,2,1997-03-03,DA,21,51,51,0
7889,3,0,0,G,1997-02-28,2,2005-04-14,DA,21,59,67,8
7955,2,0,0,A,1997-04-25,2,1998-01-07,DV,21,26,27,1
8028,3,0,0,A,1997-07-07,0,2004-06-22,DV,21,31,38,7
8040,3,0,0,A,1997-07-10,0,1997-10-01,DA,21,57,57,0
8134,3,0,0,A,1997-09-24,0,2005-01-27,DV,21,37,45,8
8141,4,0,0,A,1997-09-26,0,1998-08-24,DV,21,23,24,1
8195,2,0,0,A,1997-11-05,0,2004-01-05,DV,21,32,39,7
8247,2,0,0,M,1997-12-15,2,1998-04-06,DA,10,52,53,1
8321,3,0,0,A,1998-03-06,0,2001-02-07,DV,21,22,25,3
8340,2,0,0,A,1998-03-23,0,2002-03-22,DV,21,42,46,4
8397,4,0,0,C,1998-05-06,0,2003-09-15,DV,21,26,31,5
8429,3,0,0,M,1998-05-28,0,1998-06-11,DA,21,35,35,0
8474,3,0,0,M,1998-06-24,0,1998-08-12,DA,21,59,59,0
8488,2,0,2,M,1998-07-02,0,2007-02-02,DV,21,28,37,9
8519,2,0,0,C,1998-07-24,0,2006-06-06,RA,21,26,34,8
8546,2,0,0,C,1998-08-10,2,1999-04-07,DA,10,52,53,1
8590,4,0,0,A,1998-09-11,0,2001-02-16,DV,21,25,28,3
8631,3,0,0,A,1998-10-01,0,2003-12-04,DV,21,35,40,5
8643,2,0,1,M,1998-10-07,0,2005-03-10,DV,21,22,29,7
8650,3,1572,1,M,1998-10-12,0,2004-07-23,DA,21,33,39,6
8655,3,1190,1,A,1998-10-13,0,2005-01-28,DV,21,36,43,7
8672,4,0,0,A,1998-10-23,0,1999-02-19,DV,21,30,31,1
8682,3,0,0,A,1998-10-28,0,2001-11-22,DV,21,64,67,3
8691,3,0,0,M,1998-11-03,0,2004-01-19,DA,21,46,52,6
8758,2,0,0,A,1998-12-16,0,2006-10-16,DV,21,39,47,8
8769,3,0,0,A,1998-12-22,0,1999-03-17,DV,21,34,35,1
8859,2,0,0,C,1999-03-04,0,2003-07-07,DV,21,23,27,4
8895,2,0,0,A,1999-03-26,0,2001-01-23,DV,21,30,32,2
8908,3,0,0,D,1999-04-07,0,2005-05-25,DA,25,49,55,6
8914,2,0,0,M,1999-04-09,0,2004-05-10,DA,21,47,52,5
8987,3,0,1,M,1999-06-04,0,2004-10-05,DA,21,51,56,5
9004,3,0,0,A,1999-06-11,0,2006-01-23,DA,25,47,54,7
9165,3,0,0,M,1999-08-17,0,2004-04-07,DA,25,38,43,5
9172,3,0,0,A,1999-08-20,2,2000-03-29,DA,21,44,45,1
9244,4,0,0,C,1999-09-16,0,2005-02-10,DV,21,31,37,6
9299,2,1718,1,A,1999-10-01,0,2000-04-27,DA,21,34,35,1
9347,2,0,0,A,1999-10-14,0,2004-08-17,DA,25,63,68,5
9355,2,0,0,A,1999-10-20,2,2002-09-18,DA,21,13,16,3
9366,2,0,0,U,1999-10-22,0,2003-09-03,DV,21,29,33,4
9381,2,0,0,A,1999-11-02,0,2000-11-17,DV,21,26,27,1
9455,3,0,0,A,1999-11-29,0,2000-02-10,DV,21,33,34,1
9496,2,0,0,A,1999-12-08,0,2000-04-25,DA,21,38,39,1
9504,3,0,0,A,1999-12-09,0,2001-08-23,DV,21,53,55,2
9548,2,0,0,M,1999-12-22,0,2006-02-20,DV,21,43,50,7
9573,3,0,0,C,1999-12-30,0,2006-08-02,DV,21,37,44,7
9663,4,0,0,A,2000-02-11,2,2000-03-17,DA,21,12,12,0
9718,3,3176,2,A,2000-03-09,0,2003-01-27,DA,21,37,40,3
9746,2,0,0,A,2000-03-16,0,2004-08-03,DA,25,43,47,4
9800,3,0,0,A,2000-04-07,0,2004-08-12,DA,21,72,76,4
9897,3,0,0,A,2000-05-23,0,2000-06-21,DA,21,59,59,0
9975,2,1722,0,M,2000-06-23,0,2004-12-13,DV,21,30,34,4
10041,4,0,0,A,2000-07-18,0,2000-11-09,DV,21,24,24,0
10064,2,0,0,M,2000-08-03,0,2000-12-06,RA,21,32,32,0
10139,4,0,0,A,2000-09-08,2,2000-11-14,DA,21,23,23,0
10168,4,1502,0,U,2000-09-19,0,2003-12-15,DV,21,24,27,3
10243,3,0,1,M,2000-10-25,0,2005-10-19,DV,21,31,36,5
10286,4,1445,0,C,2000-11-13,2,2007-05-09,DV,21,24,31,7
10433,4,0,0,A,2001-01-31,0,2002-10-10,DV,21,32,33,1
10560,3,0,0,M,2001-04-05,0,2004-04-20,DA,25,59,62,3
10618,2,0,0,A,2001-05-03,0,2001-08-23,DA,21,39,39,0
10654,3,0,2,M,2001-05-21,0,2007-03-26,DV,21,38,44,6
10707,4,0,0,C,2001-06-21,2,2006-11-09,DA,21,17,22,5
10709,2,0,0,A,2001-06-25,0,2006-02-21,DA,21,79,84,5
10715,3,0,0,M,2001-06-28,0,2001-08-09,DA,21,52,52,0
10735,2,0,0,A,2001-07-06,0,2002-04-09,DV,21,48,49,1
10768,3,0,0,A,2001-07-30,2,2001-09-19,DA,10,44,44,0
10838,4,0,0,C,2001-09-06,0,2003-04-08,DV,21,24,26,2
10839,4,0,0,C,2001-09-07,0,2005-08-22,DV,21,23,27,4
10921,2,0,0,A,2001-10-11,2,2002-09-16,DA,21,51,52,1
10949,3,0,0,M,2001-10-24,0,2001-12-19,DA,21,31,31,0
10992,3,0,0,M,2001-11-16,2,2007-03-01,DV,21,47,53,6
11057,2,0,0,A,2001-12-14,0,2002-01-11,DV,21,28,29,1
11072,3,0,2,A,2001-12-26,0,2002-07-25,DA,21,46,47,1
11089,4,1561,0,C,2002-01-07,0,2004-07-30,DV,21,30,32,2
11095,3,1566,1,A,2002-01-11,2,2002-02-19,DA,10,40,40,0
11114,4,1340,0,A,2002-01-23,0,2002-02-13,DA,21,26,26,0
11455,2,0,0,A,1983-02-15,0,1995-02-15,DV,10,34,46,12
11456,2,0,0,A,1983-02-22,0,1997-05-26,DV,21,37,51,14
11477,2,0,0,A,1983-05-18,0,1996-06-28,DA,21,29,42,13
11517,2,0,0,A,1983-11-03,0,2002-06-06,DV,21,40,59,19
11530,2,0,0,A,1984-01-06,2,1994-02-23,RA,10,27,37,10
11715,4,0,4 et plus,M,2002-09-17,0,2005-02-08,DV,21,22,25,3
11718,4,1780,0,C,2002-09-18,0,2006-11-06,DV,21,23,27,4
11756,3,0,0,M,2002-10-02,0,2005-08-31,DV,21,29,32,3
11795,2,0,0,C,2002-10-17,0,2006-09-27,DV,21,30,34,4
11860,3,0,0,A,2002-11-14,2,2003-01-24,DA,21,54,55,1
11944,4,0,0,A,2002-12-31,0,2003-06-04,DV,21,22,23,1
12113,2,0,0,A,2003-03-20,0,2003-07-01,DV,21,33,33,0
12124,2,0,0,A,2003-03-28,0,2003-04-23,DV,21,42,42,0
12161,2,3200,0,A,2003-04-23,0,2005-07-13,DA,21,47,49,2
12169,2,0,0,A,2003-04-25,0,2004-02-05,RA,21,4,5,1
12174,3,0,0,A,2003-04-29,0,2003-07-23,DV,21,43,43,0
12181,2,2673,0,M,2003-05-02,0,2003-07-23,DV,21,37,37,0
12293,2,0,0,A,2003-07-01,0,2003-12-30,DV,21,27,27,0
12339,3,0,0,A,2003-07-25,0,2003-10-03,RA,21,35,35,0
12369,4,1345,0,A,2003-08-13,0,2003-09-25,DA,21,29,29,0
12451,2,1315,0,M,2003-09-25,0,2007-03-19,DV,21,25,29,4
12518,2,0,0,U,2003-10-23,0,2006-12-11,DV,21,39,42,3
12533,3,0,0,A,2003-10-30,2,2003-11-21,DA,21,52,52,0
12750,3,0,0,V,2004-02-16,2,2004-05-11,DA,21,59,59,0
12790,4,0,0,C,2004-03-05,0,2005-11-17,DV,21,26,27,1
12944,4,0,0,A,2004-05-19,0,2006-07-27,DV,21,27,29,2
12966,3,1181,2,M,2004-06-07,0,2005-04-08,DA,21,39,40,1
12974,2,0,0,M,2004-06-10,0,2005-05-25,DV,21,25,26,1
12995,3,0,0,A,2004-06-23,2,2004-10-15,DA,21,56,56,0
13059,3,2897,0,D,2004-07-26,0,2005-05-27,DA,21,53,54,1
13180,2,1480,0,M,2004-09-29,0,2004-11-23,DA,21,55,55,0
13189,2,0,0,A,2004-10-04,0,2007-04-13,DA,21,57,60,3
13192,2,0,0,M,2004-10-04,2,2005-02-25,DA,21,47,48,1
13258,2,0,0,U,2004-10-29,0,2005-02-17,DV,21,34,35,1
13560,2,0,0,M,2005-04-22,0,2006-01-06,DV,21,31,32,1
13590,4,0,0,C,2005-05-10,0,2006-02-13,DV,21,26,27,1
13765,3,0,1,M,2005-08-22,2,2005-11-28,DA,21,54,54,0
13842,2,0,0,A,2005-10-07,0,2006-03-08,DA,23,50,51,1
13973,4,0,0,U,2005-12-08,0,2006-10-13,DV,21,26,27,1
13999,2,0,0,C,2005-12-22,0,2006-10-13,DV,21,29,30,1
14082,2,0,0,M,2006-02-02,0,2006-04-03,DV,21,34,34,0
14201,2,0,0,U,2006-04-04,0,2006-10-10,DV,21,30,30,0
14286,2,0,0,C,2006-05-26,0,2006-09-19,DV,21,54,54,0
14560,2,0,3,D,2006-10-25,2,2007-03-27,DV,21,47,48,1
14708,2,0,0,M,2007-01-05,2,2007-04-23,DV,21,35,35,0
14977,2,0,0,A,1982-06-08,0,1998-06-23,DA,21,41,57,16
14981,3,0,0,A,1982-09-13,0,1994-07-28,DA,21,44,56,12
14993,2,0,0,A,1983-09-09,0,1994-07-11,DA,21,37,48,11
14998,3,0,0,A,1983-11-14,0,2000-10-11,DV,21,48,65,17
15017,2,0,0,A,1983-08-17,0,2003-12-15,DV,21,36,56,20
